ID_User,Jumlah_Penghuni,Luas_Rumah_m2,Label_SKEM_AC,Punya_Water_Heater,Watt_AC,Watt_Kulkas,Jam_AC_Harian,Jam_TV_PC_Harian,Jam_Cuci_Harian,Jam_Lampu_Harian,Jam_WaterHeater_Harian,Frekuensi_Cuci_Mingguan,kWh_AC,kWh_Kulkas,kWh_TV_PC,kWh_MesinCuci,kWh_Lampu,kWh_WaterHeater,Estimasi_Sistem_kWh,Meteran_Riil_kWh,Selisih_Persen,IKE_kWh_per_m2,Label_IKE_SNI,Emisi_CO2_kg,Tarif_kWh_Rp,Biaya_Pemakaian_Rp,PPJ_Rp,Biaya_Beban_Rp,Total_Tagihan_Rp,Tagihan_per_Penghuni_Rp,Status_Anomali_RuleBased,Label_Ground_Truth,Skor_Efisiensi,Rekomendasi_Utama
USR-0797,9,71.0,Bintang_4,1,379,146,5.4,2.5,0.43,7.8,0.44,2,61.92,104.87,10.82,5.14,83.72,4.57,271.04,424.85,56.75,3.82,Sangat Hemat,235.81,1699.53,722054,21662,47500,791215,87913,Ya,Anomal,93.2,Pertahankan pola pemakaian
USR-0798,4,91.4,Tidak_Ada,0,0,158,0.0,1.5,0.64,5.9,0.0,3,0.0,113.53,7.41,7.71,28.39,0.0,157.05,154.04,1.92,1.72,Sangat Hemat,136.63,1699.53,261794,7854,47500,317147,79287,Tidak,Normal,91.2,Pertahankan pola pemakaian
USR-0799,3,72.7,Bintang_1,1,836,144,8.6,3.5,1.07,4.5,0.48,5,215.32,103.9,17.11,12.86,16.06,5.09,370.32,585.29,58.05,5.09,Sangat Hemat,322.18,1699.53,994717,29841,47500,1072058,357353,Ya,Anomal,72.3,Pertahankan pola pemakaian
USR-0800,5,72.8,Bintang_4,0,453,163,5.1,2.7,0.64,4.8,0.0,3,69.39,117.25,12.42,7.71,28.83,0.0,235.6,235.4,0.08,3.24,Sangat Hemat,204.97,1699.53,400077,12002,47500,459579,91916,Tidak,Normal,89.4,Pertahankan pola pemakaian
USR-0801,5,100.0,Tidak_Ada,0,0,137,0.0,1.6,0.64,6.0,0.0,3,0.0,98.96,2.96,7.71,36.26,0.0,145.9,138.89,4.81,1.46,Sangat Hemat,126.94,1699.53,236051,7082,47500,290632,58126,Tidak,Normal,93.4,Pertahankan pola pemakaian
USR-0802,2,60.1,Bintang_4,1,381,151,5.4,7.5,0.21,6.1,0.55,1,62.26,109.05,29.06,2.57,14.74,5.74,223.42,217.31,2.73,3.72,Sangat Hemat,194.38,1699.53,369330,11080,47500,427910,213955,Tidak,Normal,74.9,Pertahankan pola pemakaian
USR-0803,3,74.5,Bintang_4,0,423,118,5.4,2.8,0.43,8.0,0.0,2,68.1,84.62,13.41,5.14,28.69,0.0,199.96,204.15,2.1,2.69,Sangat Hemat,173.97,1699.53,346966,10409,47500,404875,134958,Tidak,Normal,85.0,Pertahankan pola pemakaian
USR-0804,5,61.2,Bintang_1,0,759,143,11.9,2.1,0.64,5.0,0.0,3,271.96,102.67,9.32,7.71,29.77,0.0,421.44,413.05,1.99,6.88,Sangat Hemat,366.65,1699.53,701984,21060,47500,770544,154109,Tidak,Normal,81.1,Pertahankan pola pemakaian
USR-0805,4,61.8,Bintang_4,0,426,161,7.5,2.3,0.21,6.0,0.0,1,96.16,116.17,11.58,2.57,28.99,0.0,255.48,266.21,4.2,4.13,Sangat Hemat,222.27,1699.53,452440,13573,47500,513513,128378,Tidak,Normal,85.7,Pertahankan pola pemakaian
USR-0806,3,64.6,Bintang_1,0,835,129,9.3,7.2,0.21,4.9,0.0,1,232.7,93.11,38.91,2.57,17.79,0.0,385.08,393.27,2.13,5.96,Sangat Hemat,335.02,1699.53,668369,20051,47500,735920,245307,Tidak,Normal,71.2,Pertahankan pola pemakaian
USR-0807,1,77.8,Bintang_4,0,431,144,8.8,4.7,0.86,5.5,0.0,4,113.31,103.39,23.27,10.29,6.61,0.0,256.87,359.87,40.1,3.3,Sangat Hemat,223.47,1699.53,611607,18348,47500,677456,677456,Ya,Anomal,42.3,Pertahankan pola pemakaian
USR-0808,4,60.9,Tidak_Ada,1,0,102,0.0,2.5,0.43,7.7,0.45,2,0.0,73.37,9.48,5.14,36.88,4.73,129.6,129.82,0.16,2.13,Sangat Hemat,112.76,1699.53,220627,6619,47500,274745,68686,Tidak,Normal,92.7,Pertahankan pola pemakaian
USR-0809,2,111.7,Bintang_4,1,434,123,5.8,1.5,0.86,4.9,0.26,4,75.97,88.3,6.02,10.29,11.67,2.73,194.98,198.24,1.67,1.74,Sangat Hemat,169.63,1699.53,336914,10107,47500,394521,197261,Tidak,Normal,78.1,Pertahankan pola pemakaian
USR-0810,8,52.6,Tidak_Ada,0,0,128,0.0,1.6,0.86,6.6,0.0,4,0.0,92.07,9.82,10.29,63.24,0.0,175.41,170.03,3.07,3.33,Sangat Hemat,152.61,1699.53,288975,8669,47500,345145,43143,Tidak,Normal,95.1,Pertahankan pola pemakaian
USR-0811,7,67.4,Bintang_4,0,431,152,8.4,2.0,0.21,6.4,0.0,1,108.08,109.47,8.83,2.57,53.7,0.0,282.65,275.47,2.54,4.19,Sangat Hemat,245.9,1699.53,468173,14045,47500,529718,75674,Tidak,Normal,90.9,Pertahankan pola pemakaian
USR-0812,5,61.7,Bintang_4,1,384,157,7.2,3.7,0.64,6.0,0.55,3,83.35,112.8,16.27,7.71,35.85,5.76,261.75,261.93,0.07,4.24,Sangat Hemat,227.72,1699.53,445165,13355,47500,506020,101204,Tidak,Normal,88.2,Pertahankan pola pemakaian
USR-0813,2,119.5,Bintang_4,0,395,149,7.1,4.3,0.64,6.5,0.0,3,84.48,107.19,21.22,7.71,15.65,0.0,236.26,246.3,4.25,1.98,Sangat Hemat,205.55,1699.53,418594,12558,47500,478652,239326,Tidak,Normal,73.5,Pertahankan pola pemakaian
USR-0814,4,77.1,Bintang_4,1,395,142,7.4,1.8,0.21,4.8,0.41,1,88.03,102.49,9.87,2.57,23.23,4.33,230.52,226.93,1.56,2.99,Sangat Hemat,200.56,1699.53,385672,11570,47500,444742,111186,Tidak,Normal,87.1,Pertahankan pola pemakaian
USR-0815,6,103.3,Tidak_Ada,0,0,142,0.0,4.4,0.64,7.7,0.0,3,0.0,102.54,16.21,7.71,55.13,0.0,181.59,179.82,0.98,1.76,Sangat Hemat,157.99,1699.53,305602,9168,47500,362271,60378,Tidak,Normal,93.2,Pertahankan pola pemakaian
USR-0816,3,42.8,Bintang_4,0,348,164,7.2,1.6,0.43,7.9,0.0,2,75.07,118.31,6.39,5.14,28.53,0.0,233.45,226.22,3.09,5.45,Sangat Hemat,203.1,1699.53,384472,11534,47500,443507,147836,Tidak,Normal,82.5,Pertahankan pola pemakaian
USR-0817,2,79.1,Bintang_4,0,437,154,7.7,1.9,1.07,6.0,0.0,5,101.52,111.06,5.76,12.86,14.51,0.0,245.71,248.0,0.93,3.11,Sangat Hemat,213.77,1699.53,421490,12645,47500,481635,240817,Tidak,Normal,72.4,Pertahankan pola pemakaian
USR-0818,5,98.3,Bintang_4,1,379,143,5.9,1.1,1.07,8.4,0.45,5,67.19,103.19,4.82,12.86,50.54,4.76,243.36,249.2,2.4,2.48,Sangat Hemat,211.72,1699.53,423531,12706,47500,483736,96747,Tidak,Normal,89.1,Pertahankan pola pemakaian
USR-0819,5,74.1,Bintang_4,0,392,176,4.5,1.1,1.29,5.6,0.0,6,53.48,126.62,5.61,15.43,33.61,0.0,234.75,233.35,0.59,3.17,Sangat Hemat,204.23,1699.53,396591,11898,47500,455988,91198,Tidak,Normal,89.5,Pertahankan pola pemakaian
USR-0820,5,104.5,Tidak_Ada,0,0,189,0.0,1.6,0.64,6.4,0.0,3,0.0,136.08,6.53,7.71,38.4,0.0,188.73,193.45,2.5,1.81,Sangat Hemat,164.19,1699.53,328777,9863,47500,386141,77228,Tidak,Normal,91.5,Pertahankan pola pemakaian
USR-0821,5,60.1,Tidak_Ada,0,0,125,0.0,2.7,0.43,7.4,0.0,2,0.0,90.06,16.28,5.14,44.59,0.0,156.08,153.0,1.97,2.6,Sangat Hemat,135.79,1699.53,260026,7801,47500,315327,63065,Tidak,Normal,93.0,Pertahankan pola pemakaian
USR-0822,6,117.9,Bintang_4,1,385,160,4.6,1.5,0.21,5.5,0.49,1,53.4,115.52,6.89,2.57,39.9,5.1,223.39,228.01,2.07,1.89,Sangat Hemat,194.35,1699.53,387514,11625,47500,446640,74440,Tidak,Normal,91.6,Pertahankan pola pemakaian
USR-0823,4,161.0,Tidak_Ada,0,0,212,0.0,6.7,0.43,4.6,0.0,2,0.0,152.49,29.44,5.14,22.17,0.0,209.24,204.19,2.42,1.3,Sangat Hemat,182.04,1699.53,347021,10411,47500,404932,101233,Tidak,Normal,88.3,Pertahankan pola pemakaian
USR-0824,1,63.4,Tidak_Ada,0,0,156,0.0,1.6,0.21,4.4,0.0,1,0.0,112.03,6.5,2.57,5.27,0.0,126.37,129.92,2.81,1.99,Sangat Hemat,109.94,1699.53,220798,6624,47500,274922,274922,Tidak,Normal,71.6,Pertahankan pola pemakaian
USR-0825,6,61.6,Bintang_4,0,451,152,5.3,3.0,0.64,8.1,0.0,3,71.68,109.66,9.94,7.71,58.04,0.0,257.04,265.54,3.31,4.17,Sangat Hemat,223.62,1699.53,451287,13539,47500,512326,85388,Tidak,Normal,90.4,Pertahankan pola pemakaian
USR-0826,5,119.7,Bintang_1,0,852,149,10.2,6.0,0.86,5.5,0.0,4,261.17,107.2,26.52,10.29,32.83,0.0,438.0,451.04,2.98,3.66,Sangat Hemat,381.06,1699.53,766561,22997,47500,837058,167412,Tidak,Normal,80.3,Pertahankan pola pemakaian
USR-0827,6,125.2,Bintang_4,0,386,160,7.3,2.9,0.86,5.8,0.0,4,84.38,115.06,13.86,10.29,41.86,0.0,265.45,257.89,2.85,2.12,Sangat Hemat,230.94,1699.53,438296,13149,47500,498945,83158,Tidak,Normal,90.1,Pertahankan pola pemakaian
USR-0828,6,60.0,Bintang_4,1,410,165,5.1,2.2,0.21,4.9,0.54,1,62.26,118.87,9.6,2.57,35.19,5.63,234.12,238.67,1.94,3.9,Sangat Hemat,203.69,1699.53,405625,12169,47500,465294,77549,Tidak,Normal,91.2,Pertahankan pola pemakaian
USR-0829,2,62.2,Bintang_4,0,416,125,6.1,3.0,0.21,6.9,0.0,1,75.73,90.08,13.98,2.57,16.68,0.0,199.04,199.8,0.39,3.2,Sangat Hemat,173.16,1699.53,339570,10187,47500,397257,198628,Tidak,Normal,77.7,Pertahankan pola pemakaian
USR-0830,2,65.2,Bintang_4,0,425,149,7.0,1.9,1.07,5.2,0.0,5,88.81,107.62,7.56,12.86,12.52,0.0,229.37,240.52,4.86,3.52,Sangat Hemat,199.55,1699.53,408770,12263,47500,468533,234266,Tidak,Normal,74.2,Pertahankan pola pemakaian
USR-0831,3,45.0,Bintang_1,0,860,105,7.1,1.5,0.64,5.5,0.0,3,182.67,75.32,5.04,7.71,19.83,0.0,290.57,286.55,1.38,6.46,Sangat Hemat,252.8,1699.53,487001,14610,47500,549111,183037,Tidak,Normal,78.2,Pertahankan pola pemakaian
USR-0832,6,52.2,Bintang_4,0,406,146,9.1,3.9,0.0,6.3,0.0,0,111.24,104.99,17.29,0.0,45.36,0.0,278.88,286.44,2.71,5.34,Sangat Hemat,242.62,1699.53,486818,14605,47500,548922,91487,Tidak,Normal,89.6,Pertahankan pola pemakaian
USR-0833,4,50.7,Tidak_Ada,1,0,132,0.0,1.9,1.71,4.9,0.28,8,0.0,95.0,9.0,20.57,23.69,2.97,151.23,149.27,1.3,2.99,Sangat Hemat,131.57,1699.53,253687,7611,47500,308798,77199,Tidak,Normal,91.5,Pertahankan pola pemakaian
USR-0834,3,55.0,Bintang_4,0,419,157,6.7,4.8,0.43,5.8,0.0,2,83.92,112.88,20.73,5.14,20.96,0.0,243.64,346.85,42.36,4.43,Sangat Hemat,211.97,1699.53,589482,17684,47500,654666,218222,Ya,Anomal,81.8,Pertahankan pola pemakaian
USR-0835,3,71.1,Bintang_1,0,874,117,10.2,4.4,1.07,7.4,0.0,5,266.79,84.15,20.53,12.86,26.65,0.0,410.97,643.52,56.58,5.78,Sangat Hemat,357.55,1699.53,1093684,32811,47500,1173995,391332,Ya,Anomal,69.2,Pertahankan pola pemakaian
USR-0836,3,78.2,Tidak_Ada,0,0,140,0.0,3.0,0.64,6.4,0.0,3,0.0,100.62,15.62,7.71,23.14,0.0,147.09,143.26,2.6,1.88,Sangat Hemat,127.97,1699.53,243482,7304,47500,298287,99429,Tidak,Normal,89.0,Pertahankan pola pemakaian
USR-0837,4,123.9,Bintang_4,0,412,169,6.8,4.9,0.43,6.1,0.0,2,84.43,121.92,25.29,5.14,29.43,0.0,266.2,257.27,3.36,2.15,Sangat Hemat,231.6,1699.53,437241,13117,47500,497859,124465,Tidak,Normal,85.1,Pertahankan pola pemakaian
USR-0838,2,50.8,Bintang_1,0,859,136,11.5,2.0,1.5,6.2,0.0,7,295.43,98.26,10.34,18.0,14.92,0.0,436.95,422.06,3.41,8.61,Sangat Hemat,380.14,1699.53,717297,21519,47500,786316,393158,Tidak,Normal,50.9,Pertahankan pola pemakaian
USR-0839,4,101.6,Tidak_Ada,0,0,112,0.0,4.4,0.0,5.6,0.0,0,0.0,80.57,23.51,0.0,26.93,0.0,131.01,124.58,4.91,1.29,Sangat Hemat,113.98,1699.53,211730,6352,47500,265582,66395,Tidak,Normal,92.6,Pertahankan pola pemakaian
USR-0840,4,66.8,Tidak_Ada,0,0,155,0.0,4.3,0.64,8.0,0.0,3,0.0,111.71,21.46,7.71,38.38,0.0,179.26,184.53,2.94,2.68,Sangat Hemat,155.96,1699.53,313608,9408,47500,370517,92629,Tidak,Normal,89.9,Pertahankan pola pemakaian
USR-0841,6,70.8,Bintang_4,0,353,138,7.8,2.3,0.86,5.2,0.0,4,83.14,99.55,10.94,10.29,37.35,0.0,241.27,240.49,0.32,3.41,Sangat Hemat,209.9,1699.53,408728,12262,47500,468490,78082,Tidak,Normal,91.0,Pertahankan pola pemakaian
USR-0842,2,91.2,Bintang_1,0,874,146,9.7,2.1,0.86,6.2,0.0,4,253.53,105.32,13.13,10.29,14.91,0.0,397.17,409.25,3.04,4.36,Sangat Hemat,345.53,1699.53,695526,20866,47500,763892,381946,Tidak,Normal,55.4,Pertahankan pola pemakaian
USR-0843,1,48.6,Tidak_Ada,0,0,135,0.0,3.3,0.86,6.1,0.0,4,0.0,97.49,17.24,10.29,7.34,0.0,132.35,133.84,1.13,2.72,Sangat Hemat,115.15,1699.53,227466,6824,47500,281790,281790,Tidak,Normal,70.3,Pertahankan pola pemakaian
USR-0844,5,82.3,Bintang_4,1,374,189,7.6,8.9,1.71,7.0,0.51,8,85.08,136.43,33.11,20.57,42.05,5.31,322.55,333.24,3.31,3.92,Sangat Hemat,280.62,1699.53,566351,16991,47500,630842,126168,Tidak,Normal,85.5,Pertahankan pola pemakaian
USR-0845,5,76.3,Bintang_1,0,931,119,7.1,2.4,0.86,7.1,0.0,4,198.9,85.56,6.68,10.29,42.62,0.0,344.04,344.17,0.04,4.51,Sangat Hemat,299.32,1699.53,584934,17548,47500,649982,129996,Tidak,Normal,84.5,Pertahankan pola pemakaian
USR-0846,6,85.5,Bintang_1,0,814,207,7.1,2.1,0.43,6.0,0.0,2,173.62,148.8,8.88,5.14,42.97,0.0,379.42,364.01,4.06,4.44,Sangat Hemat,330.09,1699.53,618650,18560,47500,684710,114118,Tidak,Normal,85.8,Pertahankan pola pemakaian
USR-0847,6,79.7,Bintang_4,0,402,142,5.9,5.5,0.21,6.3,0.0,1,71.06,102.37,27.91,2.57,45.29,0.0,249.21,252.12,1.17,3.13,Sangat Hemat,216.81,1699.53,428484,12855,47500,488839,81473,Tidak,Normal,90.7,Pertahankan pola pemakaian
USR-0848,1,170.0,Bintang_4,0,414,154,8.3,2.8,0.43,6.3,0.0,2,102.91,110.64,15.19,5.14,7.59,0.0,241.48,397.27,64.51,1.42,Sangat Hemat,210.09,1699.53,675165,20255,47500,742920,742920,Ya,Anomal,45.8,Pertahankan pola pemakaian
USR-0849,3,57.6,Tidak_Ada,1,0,139,0.0,4.6,0.0,3.7,0.72,0,0.0,99.72,15.42,0.0,13.42,7.56,136.13,137.85,1.27,2.36,Sangat Hemat,118.43,1699.53,234279,7028,47500,288808,96269,Tidak,Normal,89.8,Pertahankan pola pemakaian
USR-0850,3,59.8,Tidak_Ada,0,0,138,0.0,6.6,0.86,4.4,0.0,4,0.0,99.12,33.95,10.29,15.88,0.0,159.24,164.04,3.01,2.66,Sangat Hemat,138.54,1699.53,278790,8364,47500,334653,111551,Tidak,Normal,88.1,Pertahankan pola pemakaian
USR-0851,7,57.9,Tidak_Ada,1,0,134,0.0,0.9,0.64,5.4,0.33,3,0.0,96.7,4.78,7.71,45.32,3.51,158.02,161.67,2.31,2.73,Sangat Hemat,137.47,1699.53,274771,8243,47500,330514,47216,Tidak,Normal,94.9,Pertahankan pola pemakaian
USR-0852,6,59.3,Bintang_4,1,398,162,7.5,2.7,0.21,5.4,0.13,1,89.54,116.66,13.42,2.57,39.16,1.35,262.7,260.93,0.67,4.43,Sangat Hemat,228.55,1699.53,443451,13304,47500,504255,84042,Tidak,Normal,90.2,Pertahankan pola pemakaian
USR-0853,3,57.6,Bintang_1,0,849,122,9.2,2.4,0.64,4.8,0.0,3,233.82,87.68,11.54,7.71,17.28,0.0,358.05,369.47,3.19,6.22,Sangat Hemat,311.5,1699.53,627933,18838,47500,694271,231424,Tidak,Normal,73.2,Pertahankan pola pemakaian
USR-0854,4,109.2,Tidak_Ada,0,0,157,0.0,1.5,1.29,6.7,0.0,6,0.0,113.24,6.68,15.43,32.4,0.0,167.75,170.97,1.92,1.54,Sangat Hemat,145.95,1699.53,290571,8717,47500,346788,86697,Tidak,Normal,90.6,Pertahankan pola pemakaian
USR-0855,1,118.4,Bintang_4,0,379,106,6.8,0.9,0.86,6.0,0.0,4,77.85,76.54,3.51,10.29,7.2,0.0,175.39,168.73,3.8,1.48,Sangat Hemat,152.59,1699.53,286764,8603,47500,342867,342867,Tidak,Normal,60.6,Pertahankan pola pemakaian
USR-0856,4,59.0,Bintang_1,1,903,155,6.4,1.0,0.21,5.8,0.48,1,173.07,111.94,5.45,2.57,27.77,5.09,325.89,327.18,0.4,5.53,Sangat Hemat,283.52,1699.53,556061,16682,47500,620242,155061,Tidak,Normal,81.7,Pertahankan pola pemakaian
USR-0857,4,53.8,Tidak_Ada,0,0,167,0.0,2.9,0.21,4.7,0.0,1,0.0,120.23,14.54,2.57,22.77,0.0,160.11,163.77,2.29,2.98,Sangat Hemat,139.3,1699.53,278334,8350,47500,334184,83546,Tidak,Normal,91.0,Pertahankan pola pemakaian
USR-0858,1,84.9,Bintang_4,0,433,125,7.6,2.0,0.64,6.0,0.0,3,98.5,89.65,8.3,7.71,7.15,0.0,211.31,212.43,0.53,2.49,Sangat Hemat,183.84,1699.53,361037,10831,47500,419369,419369,Tidak,Normal,52.5,Pertahankan pola pemakaian
USR-0859,2,59.3,Bintang_1,1,897,164,8.1,1.7,0.64,3.4,0.34,3,218.39,117.77,11.4,7.71,8.1,3.6,366.98,592.33,61.41,6.18,Sangat Hemat,319.27,1699.53,1006674,30200,47500,1084374,542187,Ya,Anomal,58.8,Pertahankan pola pemakaian
USR-0860,6,89.9,Tidak_Ada,0,0,151,0.0,2.9,1.5,5.8,0.0,7,0.0,108.74,9.04,18.0,42.03,0.0,177.8,170.72,3.99,1.98,Sangat Hemat,154.69,1699.53,290139,8704,47500,346344,57724,Tidak,Normal,93.3,Pertahankan pola pemakaian
USR-0861,4,77.3,Tidak_Ada,1,0,182,0.0,1.8,1.07,6.1,0.5,5,0.0,131.02,7.7,12.86,29.1,5.21,185.89,190.02,2.22,2.4,Sangat Hemat,161.72,1699.53,322944,9688,47500,380133,95033,Tidak,Normal,89.6,Pertahankan pola pemakaian
USR-0862,2,42.4,Bintang_4,0,357,133,7.3,5.9,1.5,6.2,0.0,7,78.17,95.69,22.43,18.0,14.98,0.0,229.27,236.71,3.24,5.41,Sangat Hemat,199.46,1699.53,402292,12069,47500,461860,230930,Tidak,Normal,74.3,Pertahankan pola pemakaian
USR-0863,7,123.8,Tidak_Ada,0,0,206,0.0,1.9,0.64,4.4,0.0,3,0.0,148.55,9.08,7.71,37.26,0.0,202.6,206.71,2.03,1.64,Sangat Hemat,176.26,1699.53,351305,10539,47500,409344,58478,Tidak,Normal,93.5,Pertahankan pola pemakaian
USR-0864,5,135.0,Bintang_4,0,427,102,8.1,6.7,0.43,6.2,0.0,2,103.79,73.57,18.42,5.14,37.35,0.0,238.27,235.55,1.14,1.77,Sangat Hemat,207.3,1699.53,400319,12010,47500,459829,91966,Tidak,Normal,89.3,Pertahankan pola pemakaian
USR-0865,4,58.1,Bintang_1,0,896,143,8.6,2.7,0.86,5.0,0.0,4,232.08,103.26,15.06,10.29,23.8,0.0,384.49,380.08,1.15,6.62,Sangat Hemat,334.5,1699.53,645962,19379,47500,712841,178210,Tidak,Normal,78.4,Pertahankan pola pemakaian
USR-0866,6,62.9,Tidak_Ada,0,0,116,0.0,1.8,0.43,5.2,0.0,2,0.0,83.54,9.94,5.14,37.35,0.0,135.97,137.15,0.87,2.16,Sangat Hemat,118.29,1699.53,233085,6993,47500,287578,47930,Tidak,Normal,94.9,Pertahankan pola pemakaian
USR-0867,7,79.6,Tidak_Ada,0,0,187,0.0,1.8,1.29,6.7,0.0,6,0.0,134.66,8.34,15.43,56.43,0.0,214.86,212.65,1.03,2.7,Sangat Hemat,186.93,1699.53,361399,10842,47500,419741,59963,Tidak,Normal,93.1,Pertahankan pola pemakaian
USR-0868,3,80.9,Bintang_1,0,890,145,6.9,6.7,0.64,8.0,0.0,3,184.35,104.23,28.45,7.71,28.85,0.0,353.6,367.15,3.83,4.37,Sangat Hemat,307.63,1699.53,623986,18720,47500,690205,230068,Tidak,Normal,73.5,Pertahankan pola pemakaian
USR-0869,5,90.7,Bintang_4,0,416,147,7.8,4.1,0.21,6.1,0.0,1,97.86,105.53,21.23,2.57,36.31,0.0,263.5,253.22,3.9,2.91,Sangat Hemat,229.25,1699.53,430361,12911,47500,490772,98154,Tidak,Normal,88.2,Pertahankan pola pemakaian
USR-0870,6,145.5,Bintang_4,0,404,159,6.1,1.7,0.43,5.2,0.0,2,73.76,114.38,8.27,5.14,37.32,0.0,238.86,383.16,60.41,1.64,Sangat Hemat,207.81,1699.53,651197,19536,47500,718233,119706,Ya,Anomal,91.1,Pertahankan pola pemakaian
USR-0871,2,67.7,Bintang_1,0,844,150,7.6,2.9,1.29,6.2,0.0,6,192.9,107.93,15.64,15.43,14.85,0.0,346.75,334.06,3.66,5.12,Sangat Hemat,301.67,1699.53,567751,17033,47500,632284,316142,Tidak,Normal,61.1,Pertahankan pola pemakaian
USR-0872,5,54.4,Bintang_4,1,391,138,7.3,0.7,0.86,6.9,0.56,4,85.89,99.45,2.9,10.29,41.63,5.84,245.99,373.42,51.8,4.52,Sangat Hemat,214.01,1699.53,634631,19039,47500,701170,140234,Ya,Anomal,89.0,Pertahankan pola pemakaian
USR-0873,2,44.4,Bintang_1,1,900,125,11.0,1.2,0.64,6.6,0.35,3,297.35,89.9,5.3,7.71,15.89,3.71,419.88,428.93,2.16,9.45,Sangat Hemat,365.29,1699.53,728979,21869,47500,798348,399174,Tidak,Normal,52.9,Pertahankan pola pemakaian
USR-0874,3,55.7,Bintang_4,0,400,153,5.2,1.7,0.86,8.7,0.0,4,62.12,110.43,9.48,10.29,31.48,0.0,223.79,335.82,50.06,4.01,Sangat Hemat,194.7,1699.53,570737,17122,47500,635359,211786,Ya,Anomal,83.2,Pertahankan pola pemakaian
USR-0875,1,71.2,Bintang_1,1,821,158,9.7,1.7,0.64,5.3,0.58,3,238.17,113.46,8.66,7.71,6.34,6.1,380.44,388.2,2.04,5.35,Sangat Hemat,330.98,1699.53,659762,19793,47500,727055,727055,Tidak,Normal,14.6,Pertahankan pola pemakaian
USR-0876,2,134.9,Bintang_4,0,449,164,5.3,5.6,0.86,6.3,0.0,4,71.88,118.01,24.45,10.29,15.01,0.0,239.63,231.0,3.6,1.78,Sangat Hemat,208.48,1699.53,392594,11778,47500,451872,225936,Tidak,Normal,73.1,Pertahankan pola pemakaian
USR-0877,3,60.1,Tidak_Ada,0,0,188,0.0,0.9,0.43,7.5,0.0,2,0.0,135.54,4.16,5.14,27.18,0.0,172.03,281.7,63.75,2.86,Sangat Hemat,149.66,1699.53,478749,14362,47500,540612,180204,Ya,Anomal,87.1,Pertahankan pola pemakaian
USR-0878,3,77.9,Bintang_4,0,395,107,8.8,1.2,1.5,7.5,0.0,7,104.53,76.7,5.39,18.0,26.95,0.0,231.56,231.69,0.06,2.97,Sangat Hemat,201.46,1699.53,393769,11813,47500,453082,151027,Tidak,Normal,82.7,Pertahankan pola pemakaian
USR-0879,6,71.6,Bintang_4,0,438,149,8.4,3.6,0.64,4.0,0.0,3,109.98,107.02,17.55,7.71,29.16,0.0,271.43,265.95,2.02,3.79,Sangat Hemat,236.14,1699.53,451985,13560,47500,513045,85508,Tidak,Normal,89.8,Pertahankan pola pemakaian
USR-0880,1,109.1,Tidak_Ada,0,0,174,0.0,3.1,0.86,6.0,0.0,4,0.0,125.16,17.61,10.29,7.2,0.0,160.25,154.03,3.88,1.47,Sangat Hemat,139.42,1699.53,261775,7853,47500,317129,317129,Tidak,Normal,64.0,Pertahankan pola pemakaian
USR-0881,5,174.4,Bintang_4,1,414,148,6.3,2.2,1.29,7.5,0.57,6,78.41,106.21,9.22,15.43,44.91,5.94,260.11,266.25,2.36,1.49,Sangat Hemat,226.3,1699.53,452494,13575,47500,513569,102714,Tidak,Normal,88.3,Pertahankan pola pemakaian
USR-0882,6,59.8,Bintang_4,0,392,103,7.9,9.3,0.86,8.9,0.0,4,92.94,74.33,36.51,10.29,64.01,0.0,278.07,432.78,55.64,4.65,Sangat Hemat,241.92,1699.53,735529,22066,47500,805095,134182,Ya,Anomal,89.6,Pertahankan pola pemakaian
USR-0883,6,60.7,Bintang_4,0,386,124,5.2,3.9,0.43,6.7,0.0,2,60.51,89.41,18.69,5.14,48.27,0.0,222.02,212.84,4.13,3.66,Sangat Hemat,193.15,1699.53,361722,10852,47500,420074,70012,Tidak,Normal,91.7,Pertahankan pola pemakaian
USR-0884,3,103.8,Bintang_4,1,345,157,6.7,5.7,1.29,5.6,0.52,6,69.33,112.73,22.74,15.43,20.28,5.45,245.96,252.67,2.73,2.37,Sangat Hemat,213.99,1699.53,429423,12883,47500,489806,163269,Tidak,Normal,81.6,Pertahankan pola pemakaian
USR-0885,4,91.4,Bintang_4,1,372,156,4.8,2.6,0.43,5.0,0.1,2,53.41,112.21,9.7,5.14,23.96,1.03,205.46,199.97,2.67,2.25,Sangat Hemat,178.75,1699.53,339854,10196,47500,397550,99388,Tidak,Normal,88.5,Pertahankan pola pemakaian
USR-0886,5,137.4,Tidak_Ada,1,0,163,0.0,2.0,0.64,8.2,0.15,3,0.0,117.68,10.58,7.71,49.31,1.58,186.87,191.29,2.36,1.36,Sangat Hemat,162.58,1699.53,325105,9753,47500,382359,76472,Tidak,Normal,91.6,Pertahankan pola pemakaian
USR-0887,4,88.3,Bintang_4,1,395,134,6.5,2.0,0.43,6.7,0.89,2,76.55,96.75,8.38,5.14,32.3,9.3,228.42,229.9,0.65,2.59,Sangat Hemat,198.72,1699.53,390724,11722,47500,449946,112487,Tidak,Normal,87.2,Pertahankan pola pemakaian
USR-0888,4,63.5,Bintang_4,1,419,155,3.9,4.7,0.86,5.2,0.5,4,49.22,111.74,13.37,10.29,24.73,5.25,214.59,208.04,3.05,3.38,Sangat Hemat,186.69,1699.53,353564,10607,47500,411671,102918,Tidak,Normal,88.0,Pertahankan pola pemakaian
